,Image URL,URL for Your Paintings Page,Subset,Labels
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_38_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/help-at-last-82273','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_37_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/captain-h-turnbull-mbe-former-harbour-master-of-grimsby-82272','test',' chair diningtable'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_36_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/jesse-flower-82271','test',' diningtable'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_27_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/gypsy-encampment-with-horses-and-cattle-82256','train',' cow dog horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_253_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/the-rescue-of-the-anna-mathilda-by-the-trawler-clyde-gy-3182245','train',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_250_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/the-real-madrid-gy-674-82242','train',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_245_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/the-ross-tiger-gy-398-82240','validation',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_241_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/hms-st-barbe-82239','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_237_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/three-boats-tied-up-for-the-night-82235','train',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_231_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/william-grange-18611913-town-clerk-of-grimsby-82232','validation',' chair diningtable'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_225_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/ss-sweeper-gy-853-82228','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_224_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/ss-passing-gy-877-82227','train',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_222_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/the-albatross-gy-279-homeward-bound-82225','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_221_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/the-albatross-gy-279-outward-bound-82224','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_211_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/hms-nerissa-82220','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_21_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/hunting-scene-82218','test',' dog horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_209_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/ships-off-the-coast-82217','train',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_208_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/shipping-off-the-coast-82216','validation',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_204_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/the-construction-of-the-royal-dock-grimsby-lincolnshire-82212','validation',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_184_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/the-manx-hero-gy-585-82206','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_173_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/the-bermuda-gy56-82198','train',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_169_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/lighthouse-82194','test',' dog'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_166_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/the-dahlia-gy223-82193','train',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_159_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/south-quay-no-3-fish-dock-grimsby-lincolnshire-82189','train',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_154_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/the-yorkshireman-at-sea-with-a-storm-threatening-82184','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_153_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-man-of-war-and-other-shipping-in-harbour-82183','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_142_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/recovering-wreckage-82173','validation',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_140_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/small-ships-and-boats-off-the-coast-82171','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_137_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/fleeting-82167','train',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_13_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/fishing-vessels-off-the-coast-82159','train',' boat horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_129_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/harbour-scene-82158','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_116_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/bremerhaven-docks-germany-82154','train',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_110_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/schooner-off-the-coast-82149','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_105_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/each-fishing-boat-seemed-scarce-afloat-82143','validation',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_103_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/henri-josse-18281893-mp-for-great-grimsby-82141','test',' chair diningtable'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nelms/624x544/llr_nelms_a_10_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/portrait-of-an-unknown-lady-82137','test',' diningtable'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nech/624x544/stf_nech_8_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/richard-briscoe-20760','test',' diningtable'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nech/624x544/stf_nech_7_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/thomas-pinchard-20759','test',' chair diningtable'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nech/624x544/stf_nech_30_b_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/triptych-20787','train',' bird'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nech/624x544/stf_nech_30_a_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/triptych-20782','train',' bird'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nech/624x544/stf_nech_3_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/w-f-cholmeley-frcs-18661949-20755','train',' chair'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nech/624x544/stf_nech_2_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/frederick-edge-18631937-20754','train',' diningtable'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nech/624x544/stf_nech_17_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/edward-pugh-20769','train',' chair'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nech/624x544/stf_nech_16_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/s-c-dyke-seated-in-laboratory-18861975-20768','validation',' diningtable'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nech/624x544/stf_nech_10_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/james-y-totherick-d-1899-20762','train',' chair diningtable'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nech/624x544/stf_nech_1_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/t-vincent-jackson-c-18361901-surgeon-mayor-of-wolverhampto20753','test',' chair'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/necc/624x544/ntv_necc_3_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/cleveland-dray-horses-drawing-the-lord-mayors-coach-57867','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ndmm/624x544/dev_ndmm_2002_86_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-sailing-boat-in-a-fresh-breeze-96172','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ndmm/624x544/dev_ndmm_2002_77_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-medieval-ship-boat-and-coaster-in-the-river-taw-95471','train',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ndim/624x544/nid_ndim_2200_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/two-birds-and-a-clock-168635','train',' bird'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ndim/624x544/nid_ndim_1415_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/ashford-boat-hire-168714','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ndim/624x544/nid_ndim_1056_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/early-morning-fishing-boat-on-a-strand-168651','train',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nctpct/624x544/not_nctpct_mch4_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/washed-ashore-46315','train',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nco/624x544/cuii_nco_vpc_pp_066_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/landscape-with-sheep-228403','test',' sheep'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nco/624x544/cuii_nco_vpc_pp_065_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/landscape-with-cows-228402','test',' cow'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nco/624x544/cuii_nco_vpc_pp_058_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/horse-and-sheep-grazing-228433','validation',' horse sheep'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nco/624x544/cuii_nco_vpc_pp_053_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/figures-and-sheep-before-a-cottage-in-an-idyllic-lake-lan228398','train',' sheep'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nco/624x544/cuii_nco_vpc_pp_042_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/horse-in-a-stable-rearing-228399','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/nco/624x544/cuii_nco_vpc_pp_041_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/horse-in-a-stable-bucking-228400','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_wh_temp1_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/front-view-of-wollaton-hall-nottingham-with-horse-and-carr47558','validation',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_tempsps3_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/mills-and-gorse-bushes-in-nottingham-forest-47461','train',' dog'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_templps1_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/portrait-of-an-unidentified-gentleman-with-a-dog-and-golf-47008','test',' dog'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_notnh_1957_22_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/mrs-hannah-burton-47551','train',' chair'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_cosm2_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/portrait-of-a-lady-of-the-worthington-family-holding-a-hol46750','train',' chair'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_cosm1_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/portrait-of-a-lady-of-the-worthington-family-46749','validation',' chair'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_aloan_97_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/nottingham-old-market-place-46764','validation',' bird'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_a_x_23_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/nottingham-castle-gateway-47414','test',' bird'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_a_x_22_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/head-of-a-horse-47413','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_a_x_2_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/the-kings-mill-castle-donington-leicestershire-47552','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_2007_137_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/painting-47455','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1994_80_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/nottingham-from-wilford-grove-47423','test',' bird boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1990_626_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/alderman-f-r-radford-46997','test',' chair'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1989_908_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/joseph-fenton-with-his-family-on-the-meadows-nottingham-47403','test',' dog horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1988_884_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/wollaton-hall-nottingham-from-the-lake-46735','train',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1985_1377_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/boat-and-sails-no-1-46738','validation',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1985_1375_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/boat-and-sails-no-2-46739','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1984_153_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/sneinton-hermitage-nottingham-47398','train',' cow dog'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1969_111_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/interior-with-object-46989','train',' diningtable'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1968_401_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/mr-fisher-47387','train',' chair'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1967_281_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/lady-with-a-dog-and-a-parrot-47550','train',' dog'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1966_72_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/african-girl-no-2-47375','validation',' chair'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1966_62_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/birdman-47374','train',' bird'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1964_67_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/william-felkin-17951874-47560','test',' chair'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1960_60_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/sheep-lane-nottingham-47459','test',' dog'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1958_25_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/the-scarecrow-47465','train',' bird'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1958_12_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/sunset-46873','test',' bird'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1957_7_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/shell-and-comma-butterfly-46799','test',' diningtable'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1957_43_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/the-crissie-griggie-47355','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1957_10_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/wollaton-hall-park-nottingham-47548','train',' dog horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1956_87_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/still-life-with-cherries-47351','test',' diningtable'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1956_77_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/still-life-autumn-47005','test',' diningtable'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1956_75_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/portrait-of-the-artists-father-a-quiet-hour-47349','train',' chair'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1955_53_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/trees-by-a-brook-the-willow-tree-a-horseman-and-a-woman-on46980','train',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1955_48_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/the-painters-wife-47347','test',' chair'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1955_46_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/ilse-magdalene-r--47346','test',' chair'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1954_62_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/pots-and-pans-natal-south-africa-47345','test',' diningtable'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1954_36_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/flower-study-autumn-47342','test',' diningtable'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1953_21_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/the-viceroys-orderly-ruftadur-valayar-shah-46979','test',' bird'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1953_112_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/boats-47339','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1953_106_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/industrial-panorama-46871','train',' dog'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1953_105a_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/landscape-with-figures-a-horse-and-a-dog-47337','train',' dog horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1952_8_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/almeria-spain-46753','train',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1951_56_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/female-nude-47325','validation',' chair'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1949_92_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/the-cornfield-46867','train',' bird'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1949_87_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/boats-entering-the-medway-47319','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1948_41_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-lane-near-norwich-norfolk-47318','train',' cow'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1947_26_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/his-daily-ration-47317','train',' chair diningtable'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1946_271_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/good-friends-46976','train',' horse sheep'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1946_262_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/holiday-time-fair-day-46865','train',' diningtable dog'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1946_258_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/young-anglers-47312','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1946_127_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/the-thames-near-charing-cross-london-46864','test',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1945_91_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/mrs-mary-e-pennel-portrait-of-a-seated-woman-dressed-in-bl47304','test',' chair'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1945_82_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/horses-in-a-paddock-46972','test',' horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1944_32_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-shell-and-flowers-47298','validation',' diningtable'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1944_29_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/green-apples-on-a-bamboo-table-47296','test',' diningtable'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1944_2_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/waterloo-bridge-london-47291','train',' boat'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1944_1_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/flower-piece-47290','train',' diningtable'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1942_33_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/posthumous-portrait-of-sir-hubert-von-herkomer-18491914-47287','train',' chair'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1941_24_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/repose-in-the-meadows-47543','train',' cow'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1941_23_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/feeding-the-horses-horses-figures-and-poultry-47520','test',' bird horse'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1941_11_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/the-belgian-model-47433','train',' chair'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1940_35_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/still-life-with-yellow-bowl-and-fruit-47275','test',' diningtable'
,'http://ichef.bbci.co.uk/arts/yourpaintings/images/paintings/ncmg/624x544/not_ncmg_1940_17_624x544.jpg','http://www.bbc.co.uk/arts/yourpaintings/paintings/a-derbyshire-dale-47491','test',' bird'
